signature,type,source,tokenMint,collection,collectionSymbol,slot,blockTime,buyer,buyerReferral,seller,sellerReferral,price,image
2HbEYHciTuomiduKCp3p6MhLHNu3oqD4UzUgVwQQPb7n5cjCcHsre18M7dB3EFZLzb7q92baNtdUxaQzAtkh2BNH,list,magiceden_v2,Gp1qXRYD7Q5RVAV6YaYctnizoWtH36AvKxt2rNbJKRbq,monkey_kingdom,monkey_kingdom,163298125,1669469983,,,9H3WVr3bafut5DH4dyh2tJXGVW143ZWCL57ZmHmWneb5,,15.15,https://arweave.net/wjQK3Zl4BcleqfiJ3Dfr4aLEYx9mug_ZBL_MnTPBWlI
5MpxhGhypQ1nFGTnkEhWXFwwGmXFYojxs667o2KPMntDmKYt43wxU6QZ7KKCovEyKRZCbdp2FawnYhGZRtPvNjXu,cancelBid,magiceden_v2,EWQ59fJKjWWk4vAgShTHYmr9Xktb5LotuHGhG17Q8dTH,monkey_kingdom,monkey_kingdom,163242602,1669445377,AhYnPXdjxi9p5uffkKPRocTu2KGVhU4qQnk6JBN6oWzq,,,,0,https://arweave.net/9w5XUi2E8dCSvV6vvIPIUwE4LXiGvjPVdiwK7artNIw
9NfWfvySuoBN9QdZaG26QVJo1saXS1qDupxRTPnRmcMiVGx6rA7ngqCtyThV8XUA9TSemNzcpDzbUuWMV59gose,buyNow,magiceden_v2,2E2958wvTR8eL7JEf3HFFDHtedKRk3ckoEHhMuNK3j4A,monkey_kingdom,monkey_kingdom,163044128,1669358409,9foY6i2bohoR1j3JGDhVjdg2qVeZAU6wircNwDS5nbgG,,9XzjB1VPv7pXVCFotbVaAqkcvmh3dWXLPRgkbMAh8DW1,,13.49,https://arweave.net/8AdWHG0DSOmpZNzH8N0lg9X5DF26ejGxR7FcZ9zdC3Q
9NfWfvySuoBN9QdZaG26QVJo1saXS1qDupxRTPnRmcMiVGx6rA7ngqCtyThV8XUA9TSemNzcpDzbUuWMV59gose,bid,magiceden_v2,2E2958wvTR8eL7JEf3HFFDHtedKRk3ckoEHhMuNK3j4A,monkey_kingdom,monkey_kingdom,163044128,1669358409,9foY6i2bohoR1j3JGDhVjdg2qVeZAU6wircNwDS5nbgG,,,,13.49,https://arweave.net/8AdWHG0DSOmpZNzH8N0lg9X5DF26ejGxR7FcZ9zdC3Q
2sM7LeEyPBxK9UYhtaSLQ5LCxX87royoq939jnPn2TSKfh9NjrM7ZYktvgFcTW5oEPMfUB8qpJ86pBJuantXqCeT,buyNow,magiceden_v2,EWQ59fJKjWWk4vAgShTHYmr9Xktb5LotuHGhG17Q8dTH,monkey_kingdom,monkey_kingdom,163044128,1669358409,9foY6i2bohoR1j3JGDhVjdg2qVeZAU6wircNwDS5nbgG,,5BDw75eeycyTgmut6ijiFf2EVV2s3abfZ7PCR2EnhxkU,,13,https://arweave.net/9w5XUi2E8dCSvV6vvIPIUwE4LXiGvjPVdiwK7artNIw
2sM7LeEyPBxK9UYhtaSLQ5LCxX87royoq939jnPn2TSKfh9NjrM7ZYktvgFcTW5oEPMfUB8qpJ86pBJuantXqCeT,bid,magiceden_v2,EWQ59fJKjWWk4vAgShTHYmr9Xktb5LotuHGhG17Q8dTH,monkey_kingdom,monkey_kingdom,163044128,1669358409,9foY6i2bohoR1j3JGDhVjdg2qVeZAU6wircNwDS5nbgG,,,,13,https://arweave.net/9w5XUi2E8dCSvV6vvIPIUwE4LXiGvjPVdiwK7artNIw
5GrUXvBkTMeh3pcuWfXBFdAJEzpKNeUyrL9casmA9YRCGBFaTHsotEityzpqdwYYX7aNMFY2CFFARpBiGvzT7PzP,delist,magiceden,C8t3bGKGm9kEtyDiMQNYiBGZxnQm2omFNZ4TYNzw9Q87,monkey_kingdom,monkey_kingdom,163004651,1669341021,,,GYpY2GdNo3cHTHR52nGacVU3j9ydA91wVcTveYvyUUqD,,0,https://arweave.net/lKhKHwBYMwCtDF190ZjHdh3aAlBH_2QohqOo1FSeASw
23eCWXLxdAyoyc4sX4tHU6gKsX85D342ZBiwcC4UgAQ79RUL4DBy4X3vHwLTWqCKrim9A2k1Uq5RksGPP6VammEx,delist,magiceden,5oqRLJzQMivQG5QzAg4YxduHqfxXPbHXiCiKJ6VfAe9h,monkey_kingdom,monkey_kingdom,162920781,1669303879,,,GZaJWAZeqRWBBBbHK7fqjceU8M5bmKZcoUNYLRh9Wfs3,,0,https://arweave.net/_7BhgM7qjaPJirp0-UhU7X1TpKsSM1LVzVEUZmTs4Gg
UKymX2osxRyMC98AocZBRzDXSdae5PZJ5vsjGZNEsFmRxBsZM1b7U7Q6A7P8W9wjCMcSqEfErknBLr7onsPhRGU,bid,magiceden_v2,EWQ59fJKjWWk4vAgShTHYmr9Xktb5LotuHGhG17Q8dTH,monkey_kingdom,monkey_kingdom,162844168,1669269916,5cdJGGLo2BJYgn45ainGKCtBMA6gJ7FmmwZgAfMwd4wH,,,,8.5,https://arweave.net/9w5XUi2E8dCSvV6vvIPIUwE4LXiGvjPVdiwK7artNIw
tMnbkSm68Q9cz7HxsvDiNrN6NNr2vLx5ABrusyuS5qhsDQcsEr7pNFcPpm3avNdmvAWBBJLfm2J23HKxKuGNnJe,cancelBid,magiceden_v2,EWQ59fJKjWWk4vAgShTHYmr9Xktb5LotuHGhG17Q8dTH,monkey_kingdom,monkey_kingdom,162844132,1669269900,5cdJGGLo2BJYgn45ainGKCtBMA6gJ7FmmwZgAfMwd4wH,,,,0,https://arweave.net/9w5XUi2E8dCSvV6vvIPIUwE4LXiGvjPVdiwK7artNIw
4snQL7wFBVMK2dqQKUqW1iAeHei9zWttK4DVf6fCS3F3qn54oCVfdvv4uNsQ3znSv6ajwrwP1EHyaJWH2k51Ys2j,cancelBid,magiceden_v2,53D1iaNDApn1mHA1zJZQBtbjegjJnQwrZhxD6X73pPn9,monkey_kingdom,monkey_kingdom,162843422,1669269593,g7rzgMzofvADpwmKQddsfDHZZiLGt9bwCCVb1mLoYDM,,,,0,https://arweave.net/3mbho6eotM35PefJkiGCuamWmtZBMr7ypg7YogQlCno
ubohSWLHCYwJ6h4tJ9GZvj3wXRoB354T2aSh4sgiUk6NtLkngz7mX6ieJoU28myqo4KJjMHnVpCcMgEjBm1ZtSy,buyNow,magiceden_v2,CJgui1xeQhtpXkGgpzHaFGPXSk1fEwhdmBUEmLQwXEUT,monkey_kingdom,monkey_kingdom,162834226,1669265532,FY8qLm8bytrvnzb8SFH4zuvz2QTWjGxibqDMdmi5ZwkC,,5MfYH8h7Zp3V78Je5c7uzajvGtLuRZjEpsVssLYFBYa4,,13.5,https://arweave.net/8E5F6b7xI5AoPIpDRItIUhVB3NfJJZ_CHBatohyqYMU
ubohSWLHCYwJ6h4tJ9GZvj3wXRoB354T2aSh4sgiUk6NtLkngz7mX6ieJoU28myqo4KJjMHnVpCcMgEjBm1ZtSy,bid,magiceden_v2,CJgui1xeQhtpXkGgpzHaFGPXSk1fEwhdmBUEmLQwXEUT,monkey_kingdom,monkey_kingdom,162834226,1669265532,FY8qLm8bytrvnzb8SFH4zuvz2QTWjGxibqDMdmi5ZwkC,,,,13.5,https://arweave.net/8E5F6b7xI5AoPIpDRItIUhVB3NfJJZ_CHBatohyqYMU
5w8MktyUoxmK1XNnC61Gjyxr2cnSVeDffUQWBdCRUY3wAhS72bFgHHccbfhFfMid5As95pTjxdxRxbnWeFYmC4bF,cancelBid,magiceden_v2,A745eEHjq2SQRvtLHXTRcoBuwZ6n4aFkr8MMSkuMdj35,monkey_kingdom,monkey_kingdom,162834131,1669265485,FY8qLm8bytrvnzb8SFH4zuvz2QTWjGxibqDMdmi5ZwkC,,,,0,https://arweave.net/rUuJMNzfqk87puIIU3W4NbIhDrS_4cpdIfjndDlZwDM
4eHoB5nVgas9FSQKwv5kbSt7DbwxW8V9GELrMBLpbn8verQTgKmzX2mUn5anXvWo1eA4ti5jRpN8k2ecYAp8kfBf,bid,mmm,,monkey_kingdom,monkey_kingdom,162831027,1669264122,,,,,8.8,
4eHoB5nVgas9FSQKwv5kbSt7DbwxW8V9GELrMBLpbn8verQTgKmzX2mUn5anXvWo1eA4ti5jRpN8k2ecYAp8kfBf,bid,mmm,,monkey_kingdom,monkey_kingdom,162831027,1669264122,,,,,8.8,
5mn2KkBTcDeFujwRih8KqEoG3Wa44KoQLY5v81JVotSZuyjnZ1JJ9GDTMr52FBr9nvEKii6tSFqfGrB6koHaxBcA,bid,magiceden_v2,EWQ59fJKjWWk4vAgShTHYmr9Xktb5LotuHGhG17Q8dTH,monkey_kingdom,monkey_kingdom,162827660,1669262614,5cdJGGLo2BJYgn45ainGKCtBMA6gJ7FmmwZgAfMwd4wH,,,,10.05,https://arweave.net/9w5XUi2E8dCSvV6vvIPIUwE4LXiGvjPVdiwK7artNIw
3eoJCMxjgTNYe38mLMgQYiWFqJvVqiD9jQZRCPBAPTRoLbZMsxiLmXnbesfz3aSvZJAJFf4gGnoUKeWQo624ub5j,cancelBid,magiceden_v2,EWQ59fJKjWWk4vAgShTHYmr9Xktb5LotuHGhG17Q8dTH,monkey_kingdom,monkey_kingdom,162827602,1669262589,5cdJGGLo2BJYgn45ainGKCtBMA6gJ7FmmwZgAfMwd4wH,,,,0,https://arweave.net/9w5XUi2E8dCSvV6vvIPIUwE4LXiGvjPVdiwK7artNIw
3pM6K4CYPy5MU5sgqYz4QJQrvYTBnAo4jTBsQMYmmeEc2b2QiE9JrHEFuG9pMuApXhdfDmRsBfY42seYCgiFW1pT,cancelBid,magiceden_v2,3Q2oKQi9jWz9ZG92RN9yDstKhfYuqutVBTGUhZSuL6R9,monkey_kingdom,monkey_kingdom,162826999,1669262321,7rMfyCiXesvwW2nDTaE6ghwZDHZS2Nr42AMCjTjJ9gY9,,,,0,https://arweave.net/f43liCuzSOJOwNNyVKyYOujNwo1GKZSygVj3He42gdY
2nbQ3HyCr9iiyrsRZLtxYkQo1a7qQkaZ7zp8i3xSh7yQ5H8zVuTMLS39HLrFBkPET9xmNAqyuNWFXRrm3FBhjbo3,cancelBid,magiceden_v2,GuWKLPrDjSVvQWj7fk7XRegSV2j7VjGefy5jDRn8zujU,monkey_kingdom,monkey_kingdom,162826999,1669262321,7rMfyCiXesvwW2nDTaE6ghwZDHZS2Nr42AMCjTjJ9gY9,,,,0,https://arweave.net/a9UdEEeAYeNncK-pchQ1kVFVHFhr4n7CycrbaGr8AMc
5Qjtt7NyEEA3ys9fDZ3n3PbD1ruzpMpidmoKHztXmzp87TkEG7WRZjPnfBARJNVDYii2pwa1v5ztVqXa76iBe2MN,cancelBid,magiceden_v2,CJgui1xeQhtpXkGgpzHaFGPXSk1fEwhdmBUEmLQwXEUT,monkey_kingdom,monkey_kingdom,162826999,1669262321,7rMfyCiXesvwW2nDTaE6ghwZDHZS2Nr42AMCjTjJ9gY9,,,,0,https://arweave.net/8E5F6b7xI5AoPIpDRItIUhVB3NfJJZ_CHBatohyqYMU
44Gb2sa4oTTSGhwbiGXukEBFovWQCwi2YNJ6iK5HXJqAQqT8GXiBR3NRtj9MrwvvF2L1h7pkUcFXx6pEJGTuN3SN,cancelBid,magiceden_v2,GnwHN7wcTP8Sd5z4fDCSrk127vVn8NKqna9FEp4cwkz1,monkey_kingdom,monkey_kingdom,162826999,1669262321,7rMfyCiXesvwW2nDTaE6ghwZDHZS2Nr42AMCjTjJ9gY9,,,,0,https://arweave.net/JboDZCtlnqiwSHie0wK0h9-253v3WOny0953GvoDl04
5aVuWgG9VAX4NeZM7TjUSasNK84GupuAySQXQU2UtMgX7GvjyLj9GpDWD6aaqmBkZzM5gtY7deS9ephvEHSqWAhB,cancelBid,magiceden_v2,2E2958wvTR8eL7JEf3HFFDHtedKRk3ckoEHhMuNK3j4A,monkey_kingdom,monkey_kingdom,162826952,1669262301,7rMfyCiXesvwW2nDTaE6ghwZDHZS2Nr42AMCjTjJ9gY9,,,,0,https://arweave.net/8AdWHG0DSOmpZNzH8N0lg9X5DF26ejGxR7FcZ9zdC3Q
4tciJkEEePM7d4E3U6JZ2CyCakhemGwHsB3KXAkQ3HNUfmojAhFc1nr35YhmNkqaH2R1MjmrPWDKKEnwFfetoy1h,cancelBid,magiceden_v2,7Za6FSBGmUa5Ezj2QD46qE2fEnEubJq6pbmAdWy39Kvu,monkey_kingdom,monkey_kingdom,162826952,1669262301,7rMfyCiXesvwW2nDTaE6ghwZDHZS2Nr42AMCjTjJ9gY9,,,,0,https://arweave.net/wz8rd3toAMIvfGv9Eb59tTjIzh4lZd6PWZ93pSNu9b4
geVrmZT13mB7q9ABgAGCEHpTFBeTFd7YteoJpMgMyEbRrw9xer4JSmjABJnVrft2U1LqjvB3y52ei1LftA1QmuW,cancelBid,magiceden_v2,8SWx3S7VCvmEhu2PgXgdwDDJ61Nj2YmthwwnE4hkW1zH,monkey_kingdom,monkey_kingdom,162826952,1669262301,7rMfyCiXesvwW2nDTaE6ghwZDHZS2Nr42AMCjTjJ9gY9,,,,0,https://arweave.net/RqJZ72MVDZokMbHP86hRvrORgo27BT_4jSNTEvNLrGc
2NQaqWqM67h5u1T6E7PxQTwfsHkcqcPT4JsaLkUhxcooqbWtib15Vppg5sTCebCjdQBqQrVQfSk2rBUbZCijtsPC,cancelBid,magiceden_v2,7n5j7Ft4Nv9zEbKeGAemvzuDszKBAVAxRY5CH3SmtPNb,monkey_kingdom,monkey_kingdom,162826952,1669262301,7rMfyCiXesvwW2nDTaE6ghwZDHZS2Nr42AMCjTjJ9gY9,,,,0,https://arweave.net/UrCcTdwr4BpmwisGJa1F5e1Wbuy6j2LkGdU9gIgravo
yoQNEpRLxues68q2QNN4cN5U5WynvNLBNF2nAAax9ZDm3WqocfgxbpYaJ2fc44ZSAe4DGdJjaUDrzmLmmh5C8mW,buyNow,magiceden_v2,GjQrrpZWUxBJibyetDonkj1prJmFXwhpmW2LszxWZj6o,monkey_kingdom,monkey_kingdom,162826698,1669262190,DDf6wS2stnR3parrQujKYLjYuMN85xrUPFrnDHmpdgSL,,KhjkmcjKhRjpbCNLL7Y6YL2Jzj3WtF6BkoHRYWvk3xZ,,80,https://arweave.net/4SG0H5UT6h-zvKCfwXBtJxvAJcaaaP325ICS5NtMCws
yoQNEpRLxues68q2QNN4cN5U5WynvNLBNF2nAAax9ZDm3WqocfgxbpYaJ2fc44ZSAe4DGdJjaUDrzmLmmh5C8mW,bid,magiceden_v2,GjQrrpZWUxBJibyetDonkj1prJmFXwhpmW2LszxWZj6o,monkey_kingdom,monkey_kingdom,162826698,1669262190,DDf6wS2stnR3parrQujKYLjYuMN85xrUPFrnDHmpdgSL,,,,80,https://arweave.net/4SG0H5UT6h-zvKCfwXBtJxvAJcaaaP325ICS5NtMCws
49zLxkACj1goxEjtZKtBXEooc2ZKko5yUkZs8zC4mcg7JwexKBWsfxx4dXzBdn6K8NaAAFaKia8gfX7wwcbagrP8,cancelBid,magiceden_v2,3Q2oKQi9jWz9ZG92RN9yDstKhfYuqutVBTGUhZSuL6R9,monkey_kingdom,monkey_kingdom,162826284,1669262003,DDf6wS2stnR3parrQujKYLjYuMN85xrUPFrnDHmpdgSL,,,,0,https://arweave.net/f43liCuzSOJOwNNyVKyYOujNwo1GKZSygVj3He42gdY
36JH9vTW5HSxWYB6mprXpanx2g5XjESKGhZh4o4uTfRXEZUwXprvKRQpPBp5abvpmDvmB6V7DaARR79RHen4sD9h,cancelBid,magiceden_v2,53D1iaNDApn1mHA1zJZQBtbjegjJnQwrZhxD6X73pPn9,monkey_kingdom,monkey_kingdom,162826116,1669261928,7rMfyCiXesvwW2nDTaE6ghwZDHZS2Nr42AMCjTjJ9gY9,,,,0,https://arweave.net/3mbho6eotM35PefJkiGCuamWmtZBMr7ypg7YogQlCno
58QpFncTjuceaJwEs322bkeKDcN7UArp9Bpj6jgb5YPcTE7h3Kgebfj1WdG16A9RBGmSvT1sQeDxQ9iLjtWq4wAC,cancelBid,magiceden_v2,EWQ59fJKjWWk4vAgShTHYmr9Xktb5LotuHGhG17Q8dTH,monkey_kingdom,monkey_kingdom,162821114,1669259656,DDf6wS2stnR3parrQujKYLjYuMN85xrUPFrnDHmpdgSL,,,,0,https://arweave.net/9w5XUi2E8dCSvV6vvIPIUwE4LXiGvjPVdiwK7artNIw
3MetDCwv2kzYmzgz2XeE1JmgHBFBKMWDuW2f63Wg2Lv2gj6gzby3yxijDDgBrbKzJ1EhQ2YQHiuA2LwVUxGQdqjT,bid,magiceden_v2,A745eEHjq2SQRvtLHXTRcoBuwZ6n4aFkr8MMSkuMdj35,monkey_kingdom,monkey_kingdom,162817137,1669257879,FY8qLm8bytrvnzb8SFH4zuvz2QTWjGxibqDMdmi5ZwkC,,,,8,https://arweave.net/rUuJMNzfqk87puIIU3W4NbIhDrS_4cpdIfjndDlZwDM
4mBwzUQyUicRhoh7sqDRZeHgo3jwNy8MYPd2sQSaBGYRSFoWTPibNZkuM4QpDqMac3dRa6Xx7TjBAx8JZDzDjDsD,bid,magiceden_v2,EWQ59fJKjWWk4vAgShTHYmr9Xktb5LotuHGhG17Q8dTH,monkey_kingdom,monkey_kingdom,162725526,1669216235,7rMfyCiXesvwW2nDTaE6ghwZDHZS2Nr42AMCjTjJ9gY9,,,,9.05,https://arweave.net/9w5XUi2E8dCSvV6vvIPIUwE4LXiGvjPVdiwK7artNIw
5aC5BeS1EMPLo6tBP7hf91y7dZguGxYDQQWNkaDR2DhkyiJkJB24rwMQh3Z37Ga94dm4pqZrds4HbJextXSrS2QW,cancelBid,magiceden_v2,EWQ59fJKjWWk4vAgShTHYmr9Xktb5LotuHGhG17Q8dTH,monkey_kingdom,monkey_kingdom,162725483,1669216216,7rMfyCiXesvwW2nDTaE6ghwZDHZS2Nr42AMCjTjJ9gY9,,,,0,https://arweave.net/9w5XUi2E8dCSvV6vvIPIUwE4LXiGvjPVdiwK7artNIw
GE6uNd4n5sFZjSzbZG5BvahSf9DijY6hakngk2zgxXLu73mAegQwAkYeVjHxJArwjmLoqH7kGMwRDGzb1ax7sP4,delist,magiceden,34BFxmsfbV4gd6BPfju8qvSiDC7yBPwE7Bk6aKHtEpjT,monkey_kingdom,monkey_kingdom,162720288,1669213866,,,6MEtF3hBpWVdQ31tzT87TyK1yowbeHJWorqRoSXgkYYi,,0,https://arweave.net/UGcBwe5LtCsh8mxz60c8NAir88mr9EPFeo9yea5ZtTc
5eVBQRWnW9jMuSQnnuwy8kvjhg77dBPvdL1z4o763LJUZPjMiH95dE5zcjnvV6ByEsScMWXPLue5bSLYmhNt3Lfe,delist,magiceden,6KVL14mXhkGtcGSejx6YUffxFKzVfvPsHEzWEmunvLf8,monkey_kingdom,monkey_kingdom,162717690,1669212704,,,9kG4Y2uRSxxwSW9SpHsuh4gV6LW7htjpa6u9yFvRj8sD,,0,https://arweave.net/5OfKr4PrQ-JWJlEEoxNvN-jOCZpcjOm31YcYNxCM2ps
4xhzJPtuE62LzEe745SeW83VEu8VdKRbFDu7JsDCWY4GkFzV1vrvkyvMoY5QswTWbpHPKNwzhpmyXuksZ5rEJnGq,bid,magiceden_v2,EWQ59fJKjWWk4vAgShTHYmr9Xktb5LotuHGhG17Q8dTH,monkey_kingdom,monkey_kingdom,162696786,1669203388,5cdJGGLo2BJYgn45ainGKCtBMA6gJ7FmmwZgAfMwd4wH,,,,9,https://arweave.net/9w5XUi2E8dCSvV6vvIPIUwE4LXiGvjPVdiwK7artNIw
4AHkyiwGgKW6dnQhqyivq7fVVEecL6PNdZM7PyfFm1rDbLgF9bp6QX9J87EuEeGB73TGYuLYgBbY9iGzpyUgxaut,bid,magiceden_v2,EWQ59fJKjWWk4vAgShTHYmr9Xktb5LotuHGhG17Q8dTH,monkey_kingdom,monkey_kingdom,162684773,1669197943,DDf6wS2stnR3parrQujKYLjYuMN85xrUPFrnDHmpdgSL,,,,8.052,https://arweave.net/9w5XUi2E8dCSvV6vvIPIUwE4LXiGvjPVdiwK7artNIw
32xgBV5sWUzC61LiwWstYG224J8M1y9NyWT9agtkELxeMN9hNejmokwwNqkxa11t3ivHGcUf1Ek9i38qwffiky85,cancelBid,magiceden_v2,EWQ59fJKjWWk4vAgShTHYmr9Xktb5LotuHGhG17Q8dTH,monkey_kingdom,monkey_kingdom,162684664,1669197897,DDf6wS2stnR3parrQujKYLjYuMN85xrUPFrnDHmpdgSL,,,,0,https://arweave.net/9w5XUi2E8dCSvV6vvIPIUwE4LXiGvjPVdiwK7artNIw
5VurzM8zv7Gn7aBqoGpQs4GkXWoGCUCzmb7xuwHH28aZyMJUkJ7SEg1kGWVLceKSnC6KKdbohztAJ7SazvgZG2e9,delist,magiceden,BDWJEDD8oJUkDsDokUsxcHa7Q6ckPUWw2mbJxutbw9JW,monkey_kingdom,monkey_kingdom,162677459,1669194718,,,ANLMY5jCJSCQcVirvxcrEPnK4z8TmCGzC6ndSoG1ZbKh,,0,https://arweave.net/4WwytAeZjoaE5tfn1o0pQgo6POhl4q9VPI1bGWCqGJ4
QXYZ1oR5qCGneqie4AQVwzhWAys8CjLQtawp6Atvgx8Puu2QY4R2GRTErkqwqH4YKBw9iurt4LNNGHiWQFGCq3d,list,magiceden_v2,BJKnb4FTKHN2phY7JrbpsDhLEnbr7PDyY6k6hz3MHivE,monkey_kingdom,monkey_kingdom,162672112,1669192352,,,68hkmCWmPEBssx53uCCAgsuc3Fw9HsViEDuUGMWrPU93,,50,https://arweave.net/_we51KZp5aHf0-kXsn2wstc-9Jvf-1D6XtZMFdDKE1U
5Nkd9PtPbESoxiNqCMT1ZtRxjBX1P3iyxDAfbUsAdCpdx8uPvpmKzX7k5mDKofQ86Ru1nvR7mpdzNpcrTEBSxSNT,delist,magiceden,3fX6C9Ra7pKJE5tLmpwLHYHe3ZUPjL39hEMQshxwDMNB,monkey_kingdom,monkey_kingdom,162667910,1669190480,,,ESKRd31ckiYDfMGw5vGGXN5NFhDVjmisJpWyT8PrczsP,,0,https://arweave.net/TxPB3XaXYuHS2nZMz87HYmE4OJ5yLIsV-f_hyhnQb4Y
853TrenXYhMp6uxmmRnUXSTV1g8g5GRGKLzz8eBkM1mKufxWh6rLuhBUELa91jy5Z5emHKp3xVSav41CcnmAnF4,bid,magiceden_v2,EWQ59fJKjWWk4vAgShTHYmr9Xktb5LotuHGhG17Q8dTH,monkey_kingdom,monkey_kingdom,162640008,1669178010,AhYnPXdjxi9p5uffkKPRocTu2KGVhU4qQnk6JBN6oWzq,,,,8,https://arweave.net/9w5XUi2E8dCSvV6vvIPIUwE4LXiGvjPVdiwK7artNIw
uA51Hhu1sek1CXYSAsaWDPQtfbUvFSpFNMVmPL9UyW24sCQwRuo5GB5L4NKwn1GqxG2m4Ce4d98nMwiD469j7ht,bid,magiceden_v2,3Q2oKQi9jWz9ZG92RN9yDstKhfYuqutVBTGUhZSuL6R9,monkey_kingdom,monkey_kingdom,162629780,1669173467,DDf6wS2stnR3parrQujKYLjYuMN85xrUPFrnDHmpdgSL,,,,8,https://arweave.net/f43liCuzSOJOwNNyVKyYOujNwo1GKZSygVj3He42gdY
8jE2pKr4Sa2hACaW79eVuecuC1Zq2bp2dSS2Bk4JuWTE45hE2LfMF42kgANqy7aQTJPCUdcnYUzteAanhiaTjgA,bid,magiceden_v2,EWQ59fJKjWWk4vAgShTHYmr9Xktb5LotuHGhG17Q8dTH,monkey_kingdom,monkey_kingdom,162629660,1669173413,DDf6wS2stnR3parrQujKYLjYuMN85xrUPFrnDHmpdgSL,,,,8,https://arweave.net/9w5XUi2E8dCSvV6vvIPIUwE4LXiGvjPVdiwK7artNIw
64BmoxZcCsMsutd9Q6PoiK1oYf7UwjhXjmJCVgFQo2niEmp8sZKPYev4HdctgGtrnGTsJaf6CWX8qmYENnz4Q6Yc,delist,magiceden,8HiegJST1KWfCtVLu4pf2SSCcSuiQP1AUpFwyemGMFj,monkey_kingdom,monkey_kingdom,162622519,1669170129,,,GYpY2GdNo3cHTHR52nGacVU3j9ydA91wVcTveYvyUUqD,,0,https://arweave.net/0cX-Yz9EFsdVpPkLqbllGA1utzjukbPK0zILxukOjqs
4Sj8EnB43goBWJroytYZgo5kUDhjkoGbyWRTMM3FzpbuSXp5x6satkSqWja8UbqPfteWDoyn1QFwKo1XPqAByVzr,list,magiceden_v2,EWQ59fJKjWWk4vAgShTHYmr9Xktb5LotuHGhG17Q8dTH,monkey_kingdom,monkey_kingdom,162618622,1669168334,,,5BDw75eeycyTgmut6ijiFf2EVV2s3abfZ7PCR2EnhxkU,,13,https://arweave.net/9w5XUi2E8dCSvV6vvIPIUwE4LXiGvjPVdiwK7artNIw
5QTBDHrShpc3WVzs5QW3T49xmm5HxjuYxAcssNGS3Fnt4sRGfXL4pRDcui674DQpsNmbXfdv1fXKghbATaqA1N6T,list,magiceden_v2,BJKnb4FTKHN2phY7JrbpsDhLEnbr7PDyY6k6hz3MHivE,monkey_kingdom,monkey_kingdom,162618344,1669168213,,,68hkmCWmPEBssx53uCCAgsuc3Fw9HsViEDuUGMWrPU93,,30,https://arweave.net/_we51KZp5aHf0-kXsn2wstc-9Jvf-1D6XtZMFdDKE1U
5aE5DEuwBtwWafjGHVUZhxbzzJqE5s7EtNWLBoT5SKYo5JLwH3Js17Gh6rfA6bS9vtrdaqBULSxp88i7g1RPUZLV,delist,magiceden,FoETqSdXQmBtR5AyuuGeyDqanKCeeHYZAAtWwqm6xR43,monkey_kingdom,monkey_kingdom,162607964,1669163541,,,2BUgNPG5CCY3B8E49PqQripTYMzr3XnX9vZHPv6qVF7E,,0,https://arweave.net/TcqaS1Z3WdnE3kUGKp3HF4yctPlZZQuG0UXhku7T0Fw
5bxHEf2HrEdzZdrwfZwA9NxdPC1w3vt99rMzU8oC5a2CTc39DHVggg6TZRci9SL9Miph7EhUkJ1p6EGSGDYwzJea,delist,magiceden,2SJmgS4URvuH2ASANkQ9Lvw4guzRw52ryo5DPtjGF2dX,monkey_kingdom,monkey_kingdom,162570688,1669146718,,,ANLMY5jCJSCQcVirvxcrEPnK4z8TmCGzC6ndSoG1ZbKh,,0,https://arweave.net/xmJgxRDGMlzf0qhJiAxuuXIT5TEdrqk2Hvwt4Kbzzrw
izDzLZnCRzurcexgSLS6hQC35XKkgoid8QBCJt9ZjWE8V8pCtVBafQLc6jvjEaTZqArxq5KwdofNLgRGiFwToxh,buyNow,magiceden_v2,3nDnAgUJYithNvDrBeaS7ALqEvyUX2GLXBHbpxFkqoue,monkey_kingdom,monkey_kingdom,162552357,1669138617,FY8qLm8bytrvnzb8SFH4zuvz2QTWjGxibqDMdmi5ZwkC,,5MfYH8h7Zp3V78Je5c7uzajvGtLuRZjEpsVssLYFBYa4,,13.5,https://arweave.net/8bvSeG0vl_LgM4ZhPrrPphrdCtuJBTNMdflPjgUEJME
izDzLZnCRzurcexgSLS6hQC35XKkgoid8QBCJt9ZjWE8V8pCtVBafQLc6jvjEaTZqArxq5KwdofNLgRGiFwToxh,bid,magiceden_v2,3nDnAgUJYithNvDrBeaS7ALqEvyUX2GLXBHbpxFkqoue,monkey_kingdom,monkey_kingdom,162552357,1669138617,FY8qLm8bytrvnzb8SFH4zuvz2QTWjGxibqDMdmi5ZwkC,,,,13.5,https://arweave.net/8bvSeG0vl_LgM4ZhPrrPphrdCtuJBTNMdflPjgUEJME
W2pGdD7sTwzhHgWUZFdXLugNFL71Uf2mqjFcW6m6qTDnTcnRB96wEAv9pw6viSRmgRTfBhZEws3HQJ5WwRFaQpP,buyNow,magiceden_v2,53D1iaNDApn1mHA1zJZQBtbjegjJnQwrZhxD6X73pPn9,monkey_kingdom,monkey_kingdom,162552300,1669138591,FY8qLm8bytrvnzb8SFH4zuvz2QTWjGxibqDMdmi5ZwkC,,5MfYH8h7Zp3V78Je5c7uzajvGtLuRZjEpsVssLYFBYa4,,13.5,https://arweave.net/3mbho6eotM35PefJkiGCuamWmtZBMr7ypg7YogQlCno
